Task_ID,Project_Name,Assigned_Staff_ID,Staff_Workload_FTE_Days,Task_Duration_Hours,Timezone_Constraint_Score,Project_Risk_Score,External_Dependency_Flag,Planned_Start_Date,Actual_Duration_Hours,Task_Status,Predecessor_Task_ID
T0525,Annual Retreat Planning,STAFF_06,4.51,59,1,1,0,2026-03-26,73.0,In Progress,None
T0526,AI Ethics Framework,STAFF_12,4.82,38,3,5,0,2026-01-08,37.0,To Do,T0729
T0527,AI Ethics Framework,STAFF_12,2.28,71,1,1,0,2026-02-17,41.0,Completed,T0591
T0528,AI Ethics Framework,STAFF_08,3.78,78,1,4,0,2026-02-24,76.0,In Progress,None
T0529,Comms Strategy 2026,STAFF_01,2.71,40,1,5,0,2025-12-15,55.0,Completed,T0929
T0530,Annual Retreat Planning,STAFF_04,2.74,9,1,4,0,2025-10-09,47.0,Completed,T0768
T0531,New Hire Recruitment,STAFF_11,1.46,25,1,4,0,2025-10-28,52.2,In Progress,T0806
T0532,EU AI Act Compliance,STAFF_03,1.16,54,1,2,0,2026-02-05,20.0,In Progress,None
T0533,New Hire Recruitment,STAFF_13,1.51,40,3,5,0,2025-11-21,38.0,Completed,T0554
T0534,New Hire Recruitment,STAFF_17,2.83,42,3,1,0,2025-12-22,46.0,Completed,T0633
T0535,EU AI Act Compliance,STAFF_10,0.24,58,1,1,0,2026-01-19,63.0,In Progress,T1229
T0536,New Hire Recruitment,STAFF_12,4.55,25,1,5,0,2026-02-21,55.0,In Progress,T0119
T0537,EU AI Act Compliance,STAFF_15,0.87,79,1,2,0,2026-01-25,55.0,In Progress,None
T0538,AI Ethics Framework,STAFF_10,1.18,37,1,2,0,2025-12-08,68.0,Completed,T0700
T0539,Comms Strategy 2026,STAFF_14,2.64,51,3,2,0,2026-01-07,17.1,In Progress,T0945
T0540,EU AI Act Compliance,STAFF_13,3.58,60,1,1,0,2026-02-17,63.0,Completed,T1231
T0541,Comms Strategy 2026,STAFF_05,0.57,17,3,4,0,2025-10-25,25.0,Completed,T0433
T0542,Comms Strategy 2026,STAFF_06,1.66,59,3,2,0,2026-03-29,34.0,In Progress,None
T0543,Comms Strategy 2026,STAFF_02,4.85,56,1,1,0,2026-01-31,35.0,In Progress,None
T0544,EU AI Act Compliance,STAFF_17,1.39,18,5,1,0,2025-11-22,59.0,Completed,T0804
T0545,EU AI Act Compliance,STAFF_04,1.63,73,1,4,0,2026-02-28,23.0,Completed,None
T0546,Comms Strategy 2026,STAFF_14,4.2,65,1,5,0,2026-02-21,65.0,In Progress,T0002
T0547,EU AI Act Compliance,STAFF_10,0.35,43,1,5,0,2025-11-26,16.0,Completed,None
T0548,EU AI Act Compliance,STAFF_03,2.38,40,1,2,0,2025-11-08,29.7,Completed,T0506
T0549,AI Ethics Framework,STAFF_03,1.96,54,1,2,0,2026-01-17,35.0,Completed,T0507
T0550,Comms Strategy 2026,STAFF_15,1.65,20,1,4,0,2025-11-11,43.0,Completed,T0371
T0551,AI Ethics Framework,STAFF_06,1.5,47,3,2,0,2026-03-16,16.0,Completed,T0516
T0552,Comms Strategy 2026,STAFF_17,0.55,75,5,4,0,2026-02-19,54.0,Blocked,T0347
T0553,Annual Retreat Planning,STAFF_12,1.64,49,3,1,0,2026-01-30,69.6,In Progress,None
T0554,EU AI Act Compliance,STAFF_11,0.31,26,1,2,1,2026-02-10,76.8,In Progress,None
T0555,EU AI Act Compliance,STAFF_04,3.93,26,3,1,0,2026-03-12,39.0,In Progress,T0167
T0556,New Hire Recruitment,STAFF_06,2.05,65,3,3,0,2025-12-14,66.60000000000001,In Progress,T0233
T0557,New Hire Recruitment,STAFF_01,2.28,30,3,4,0,2026-02-23,64.0,To Do,None
T0558,New Hire Recruitment,STAFF_16,4.48,61,3,3,0,2025-12-15,61.0,In Progress,T0649
T0559,New Hire Recruitment,STAFF_15,3.32,72,3,2,0,2025-10-09,23.0,Completed,T0276
T0560,AI Ethics Framework,STAFF_17,0.14,19,1,1,0,2025-12-13,69.0,In Progress,T0830
T0561,AI Ethics Framework,STAFF_08,4.72,31,3,2,0,2026-02-22,63.0,Completed,T0678
T0562,EU AI Act Compliance,STAFF_12,1.26,41,1,3,0,2025-10-07,30.0,In Progress,T0357
T0563,AI Ethics Framework,STAFF_10,0.63,60,5,2,0,2026-03-23,28.799999999999997,In Progress,T1172
T0564,EU AI Act Compliance,STAFF_15,3.86,15,1,5,0,2026-02-18,45.0,Blocked,T1026
T0565,EU AI Act Compliance,STAFF_09,2.55,25,1,3,1,2026-03-17,79.0,In Progress,T0162
T0566,EU AI Act Compliance,STAFF_02,2.23,64,1,2,0,2026-03-19,37.0,Completed,None
T0567,Annual Retreat Planning,STAFF_05,1.32,12,3,1,0,2026-02-14,65.0,Completed,T0908
T0568,Annual Retreat Planning,STAFF_06,2.78,33,1,2,0,2026-03-27,34.8,Completed,T0407
T0569,EU AI Act Compliance,STAFF_07,1.44,37,1,1,0,2025-10-27,28.799999999999997,Completed,T0336
T0570,New Hire Recruitment,STAFF_01,4.52,61,5,5,0,2026-01-30,22.0,Completed,T0221
T0571,EU AI Act Compliance,STAFF_07,1.15,20,5,2,0,2025-10-05,55.0,Completed,T0691
T0572,New Hire Recruitment,STAFF_12,4.43,36,1,5,0,2025-10-29,39.0,Completed,T0221
T0573,AI Ethics Framework,STAFF_16,2.84,10,1,3,0,2026-03-14,47.0,To Do,T0676
T0574,New Hire Recruitment,STAFF_16,4.16,65,3,1,0,2026-03-15,64.0,Completed,T0242
T0575,Comms Strategy 2026,STAFF_11,3.59,9,5,3,0,2025-12-22,65.0,Completed,T1068
T0576,EU AI Act Compliance,STAFF_04,3.51,35,1,1,0,2026-02-13,23.0,Completed,T1277
T0577,AI Ethics Framework,STAFF_13,1.69,9,3,5,0,2026-01-17,35.0,In Progress,T0893
T0578,EU AI Act Compliance,STAFF_07,1.25,14,1,4,0,2025-12-04,8.0,Completed,T1106
T0579,AI Ethics Framework,STAFF_04,1.13,33,3,2,0,2025-12-25,48.0,In Progress,None
T0580,AI Ethics Framework,STAFF_15,4.3,23,3,5,0,2026-02-22,55.0,Completed,T1038
T0581,Comms Strategy 2026,STAFF_19,4.12,30,1,1,0,2025-12-10,38.0,In Progress,T0592
T0582,EU AI Act Compliance,STAFF_09,2.26,47,1,1,0,2025-11-14,43.0,Blocked,T0731
T0583,Comms Strategy 2026,STAFF_11,0.75,67,5,1,0,2026-02-09,40.0,Completed,None
T0584,New Hire Recruitment,STAFF_08,1.97,39,3,1,0,2025-11-05,40.0,Completed,T0213
T0585,EU AI Act Compliance,STAFF_01,3.13,22,1,2,0,2025-12-09,30.0,Completed,T0530
T0586,Comms Strategy 2026,STAFF_08,2.33,20,3,3,0,2026-03-08,67.0,In Progress,T0939
T0587,AI Ethics Framework,STAFF_13,3.92,12,3,4,0,2025-10-19,37.0,Completed,T1100
T0588,Annual Retreat Planning,STAFF_04,4.99,59,1,2,0,2026-01-16,52.0,In Progress,T1241
T0589,EU AI Act Compliance,STAFF_08,1.04,48,3,1,0,2026-03-16,46.0,In Progress,T0518
T0590,New Hire Recruitment,STAFF_03,2.35,60,1,2,0,2025-12-30,52.0,In Progress,T0238
T0591,New Hire Recruitment,STAFF_09,2.21,57,5,5,1,2025-12-29,19.0,Completed,None
T0592,EU AI Act Compliance,STAFF_02,1.59,22,1,1,0,2025-10-19,39.0,Completed,T0125
T0593,AI Ethics Framework,STAFF_02,1.07,14,1,4,0,2025-11-08,63.0,In Progress,T0156
T0594,New Hire Recruitment,STAFF_13,0.42,47,1,1,0,2026-02-03,27.900000000000002,Blocked,T0805
T0595,Annual Retreat Planning,STAFF_15,4.45,35,3,4,1,2026-03-22,20.0,To Do,None
T0596,AI Ethics Framework,STAFF_12,2.16,39,3,4,0,2026-02-18,27.0,To Do,T1259
T0597,AI Ethics Framework,STAFF_04,2.53,22,3,3,0,2026-02-03,75.6,In Progress,None
T0598,Annual Retreat Planning,STAFF_08,4.59,77,3,3,0,2025-11-27,60.0,In Progress,T0231
T0599,AI Ethics Framework,STAFF_09,3.9,72,1,2,0,2026-02-25,75.0,In Progress,T0611
T0600,New Hire Recruitment,STAFF_05,0.74,11,5,2,0,2025-11-30,61.0,Completed,T0459
T0601,EU AI Act Compliance,STAFF_18,2.87,18,1,4,0,2026-02-04,41.0,In Progress,None
T0602,AI Ethics Framework,STAFF_11,2.27,33,3,1,0,2026-01-13,35.0,Completed,T0794
T0603,New Hire Recruitment,STAFF_15,4.01,68,1,5,0,2026-03-16,57.0,Completed,T0044
T0604,EU AI Act Compliance,STAFF_09,3.65,44,3,5,0,2025-10-01,9.0,In Progress,T1151
T0605,EU AI Act Compliance,STAFF_17,3.48,30,3,1,0,2026-02-08,33.0,Completed,T0632
T0606,AI Ethics Framework,STAFF_12,1.77,47,3,1,0,2025-12-31,58.0,Completed,T0864
T0607,AI Ethics Framework,STAFF_07,4.04,30,1,3,0,2026-01-21,54.0,Completed,None
T0608,Comms Strategy 2026,STAFF_10,0.36,23,1,5,0,2026-03-02,33.0,Blocked,T0418
T0609,EU AI Act Compliance,STAFF_10,0.88,68,1,4,1,2025-11-25,68.0,In Progress,T0391
T0610,Comms Strategy 2026,STAFF_13,1.74,75,3,2,0,2026-03-10,30.0,In Progress,T0428
T0611,Annual Retreat Planning,STAFF_19,0.48,38,1,3,0,2026-03-15,44.0,Completed,T0550
T0612,Comms Strategy 2026,STAFF_11,1.25,60,5,5,0,2026-01-25,48.0,Completed,T0175
T0613,AI Ethics Framework,STAFF_13,4.17,32,1,1,1,2026-02-11,59.0,Completed,T1133
T0614,EU AI Act Compliance,STAFF_08,4.75,51,1,5,0,2025-11-27,56.0,Completed,T0338
T0615,New Hire Recruitment,STAFF_08,1.59,19,3,4,0,2025-11-13,34.0,In Progress,None
T0616,Annual Retreat Planning,STAFF_04,1.4,16,1,3,0,2026-03-22,13.0,Completed,T0351
T0617,Comms Strategy 2026,STAFF_15,1.47,19,5,1,0,2026-03-09,73.0,Completed,T0416
T0618,AI Ethics Framework,STAFF_11,1.46,76,3,4,0,2026-03-22,31.0,Completed,T0483
T0619,EU AI Act Compliance,STAFF_11,0.28,61,1,2,1,2025-11-30,45.0,Completed,T1249
T0620,Annual Retreat Planning,STAFF_01,4.64,61,1,3,0,2025-11-16,35.0,Completed,T0695
T0621,New Hire Recruitment,STAFF_17,1.15,35,1,4,0,2026-02-26,35.0,In Progress,None
T0622,Comms Strategy 2026,STAFF_15,2.16,63,1,4,0,2025-12-19,73.0,In Progress,T1276
T0623,New Hire Recruitment,STAFF_06,0.15,76,3,1,0,2026-01-26,81.6,Blocked,None
T0624,Annual Retreat Planning,STAFF_15,4.3,65,1,2,0,2026-03-13,53.0,In Progress,T1230
T0625,AI Ethics Framework,STAFF_09,3.68,49,1,4,0,2026-02-24,76.0,Completed,T0085
T0626,EU AI Act Compliance,STAFF_14,4.74,45,1,3,0,2025-10-20,50.0,In Progress,None
T0627,AI Ethics Framework,STAFF_18,3.93,75,1,4,0,2026-02-23,66.0,In Progress,None
T0628,AI Ethics Framework,STAFF_17,1.64,60,1,5,0,2025-11-16,9.0,Completed,None
T0629,New Hire Recruitment,STAFF_18,1.31,40,3,3,0,2025-11-18,22.0,In Progress,T0204
T0630,EU AI Act Compliance,STAFF_05,3.52,78,3,3,1,2025-10-14,44.0,To Do,T0997
T0631,EU AI Act Compliance,STAFF_09,1.88,63,3,4,0,2026-02-20,78.0,Completed,T0325
T0632,AI Ethics Framework,STAFF_11,2.87,79,3,1,0,2026-03-08,27.0,In Progress,T0427
T0633,EU AI Act Compliance,STAFF_01,0.13,58,1,3,0,2025-10-01,42.0,Blocked,T1212
T0634,AI Ethics Framework,STAFF_18,0.4,50,3,5,0,2026-01-25,41.0,In Progress,None
T0635,AI Ethics Framework,STAFF_06,2.72,22,1,1,0,2025-11-23,38.0,In Progress,T0967
T0636,Comms Strategy 2026,STAFF_02,2.87,45,1,1,0,2026-01-26,26.0,Completed,None
T0637,AI Ethics Framework,STAFF_15,3.78,22,1,1,0,2025-10-03,75.0,Completed,T0015
T0638,Comms Strategy 2026,STAFF_14,0.75,12,1,3,0,2026-02-21,31.0,In Progress,T0060
T0639,AI Ethics Framework,STAFF_05,2.61,61,3,1,0,2025-10-12,41.4,In Progress,T0970
T0640,AI Ethics Framework,STAFF_06,1.05,58,1,4,0,2025-12-13,61.0,To Do,T0633
T0641,AI Ethics Framework,STAFF_06,0.56,17,3,1,0,2025-10-16,46.0,Completed,None
T0642,Comms Strategy 2026,STAFF_18,2.11,19,1,5,0,2026-01-10,24.0,Completed,T0491
T0643,Comms Strategy 2026,STAFF_14,0.9,11,1,2,0,2026-03-01,26.0,Completed,T0703
T0644,EU AI Act Compliance,STAFF_10,1.19,25,3,5,0,2026-03-05,66.0,Completed,T0858
T0645,EU AI Act Compliance,STAFF_14,1.66,43,1,3,0,2026-01-25,37.800000000000004,Completed,T0444
T0646,Annual Retreat Planning,STAFF_13,1.37,32,1,1,0,2025-10-08,39.0,Completed,None
T0647,AI Ethics Framework,STAFF_03,0.53,43,1,1,0,2026-01-30,54.0,Completed,T0755
T0648,EU AI Act Compliance,STAFF_06,0.54,74,3,4,0,2025-12-31,54.0,Completed,T0690
T0649,New Hire Recruitment,STAFF_08,1.05,16,3,1,1,2026-03-13,71.0,Completed,None
T0650,Comms Strategy 2026,STAFF_12,0.35,68,1,5,1,2025-12-29,53.0,To Do,T0507
T0651,EU AI Act Compliance,STAFF_13,3.17,60,5,3,0,2026-02-13,42.0,In Progress,None
T0652,New Hire Recruitment,STAFF_11,1.51,25,3,2,0,2025-11-29,24.0,Completed,T0199
T0653,Annual Retreat Planning,STAFF_12,1.47,50,3,1,0,2026-03-27,49.0,Blocked,T0298
T0654,AI Ethics Framework,STAFF_01,1.73,42,3,2,0,2025-10-28,43.199999999999996,In Progress,None
T0655,Comms Strategy 2026,STAFF_17,3.35,70,1,1,0,2026-01-09,77.0,Blocked,None
T0656,Comms Strategy 2026,STAFF_16,4.37,11,3,3,0,2025-11-10,24.0,Completed,T0631
T0657,EU AI Act Compliance,STAFF_11,3.82,48,1,5,0,2026-03-04,21.0,Completed,T1038
T0658,EU AI Act Compliance,STAFF_13,3.66,52,1,3,1,2026-02-22,31.0,Blocked,None
T0659,EU AI Act Compliance,STAFF_18,2.47,57,5,2,0,2026-03-10,64.0,Completed,T0345
T0660,Comms Strategy 2026,STAFF_11,3.5,35,3,1,0,2026-03-06,57.0,To Do,T0096
T0661,EU AI Act Compliance,STAFF_12,2.81,49,1,2,0,2026-02-18,64.0,Blocked,T0874
T0662,New Hire Recruitment,STAFF_06,1.16,76,1,5,0,2025-11-15,68.0,To Do,T0232
T0663,Comms Strategy 2026,STAFF_09,1.12,8,3,3,0,2025-11-04,46.0,Completed,T0305
T0664,AI Ethics Framework,STAFF_16,1.55,46,1,2,0,2026-02-11,62.0,Completed,None
T0665,Comms Strategy 2026,STAFF_04,4.56,24,1,2,0,2025-12-21,43.0,Completed,T0013
T0666,AI Ethics Framework,STAFF_03,2.78,42,1,5,0,2026-01-23,44.0,To Do,None
T0667,Comms Strategy 2026,STAFF_16,3.7,53,1,1,0,2025-11-16,21.0,Completed,T0841
T0668,Comms Strategy 2026,STAFF_12,1.8,49,3,2,0,2026-03-02,34.0,In Progress,T0909
T0669,AI Ethics Framework,STAFF_11,2.1,46,1,5,1,2025-10-10,38.0,Completed,T1092
T0670,EU AI Act Compliance,STAFF_05,0.72,56,3,1,0,2025-11-25,51.0,Completed,T0702
T0671,AI Ethics Framework,STAFF_18,0.94,69,1,1,1,2025-10-30,75.0,Completed,T0188
T0672,AI Ethics Framework,STAFF_19,4.15,45,3,3,0,2026-01-17,55.0,In Progress,T0168
T0673,EU AI Act Compliance,STAFF_06,2.97,30,5,5,0,2025-10-05,64.0,Blocked,T1226
T0674,EU AI Act Compliance,STAFF_18,1.75,29,3,1,0,2026-01-27,29.0,Completed,T0360
T0675,New Hire Recruitment,STAFF_06,4.03,11,3,3,0,2025-11-02,11.0,Blocked,T0046
T0676,EU AI Act Compliance,STAFF_04,1.31,56,5,4,1,2026-01-26,79.0,In Progress,None
T0677,EU AI Act Compliance,STAFF_12,4.88,66,1,5,0,2025-12-04,53.0,In Progress,None
T0678,Comms Strategy 2026,STAFF_19,1.79,75,3,4,0,2026-02-23,66.0,In Progress,T0615
T0679,AI Ethics Framework,STAFF_02,1.75,78,3,1,0,2026-03-26,41.0,Completed,T0042
T0680,New Hire Recruitment,STAFF_17,1.63,9,1,5,0,2025-10-11,18.0,Completed,T1182
T0681,Comms Strategy 2026,STAFF_11,0.7,56,1,3,0,2025-12-24,38.0,In Progress,None
T0682,Annual Retreat Planning,STAFF_11,0.64,38,5,1,0,2025-10-26,16.2,Completed,T0204
T0683,AI Ethics Framework,STAFF_16,3.28,47,3,5,0,2025-12-02,63.0,Completed,T0221
T0684,EU AI Act Compliance,STAFF_02,4.39,55,1,5,0,2025-12-25,45.0,Completed,None
T0685,EU AI Act Compliance,STAFF_02,3.97,58,1,4,1,2025-11-28,28.0,In Progress,None
T0686,New Hire Recruitment,STAFF_08,0.79,50,3,1,0,2025-10-27,15.3,Completed,T1285
T0687,AI Ethics Framework,STAFF_13,2.77,62,1,3,0,2026-03-26,29.7,In Progress,T0327
T0688,EU AI Act Compliance,STAFF_10,0.62,56,3,3,0,2026-03-10,15.0,Completed,T0669
T0689,New Hire Recruitment,STAFF_08,0.32,64,3,1,0,2026-01-06,15.0,To Do,T0977
T0690,EU AI Act Compliance,STAFF_04,3.32,22,3,1,0,2026-01-13,80.39999999999999,Completed,T0261
T0691,EU AI Act Compliance,STAFF_15,2.72,34,1,2,0,2026-01-07,79.0,In Progress,T0343
T0692,AI Ethics Framework,STAFF_01,0.5,75,3,4,0,2026-02-06,41.0,In Progress,T0460
T0693,New Hire Recruitment,STAFF_11,0.27,71,3,1,0,2026-02-26,23.0,In Progress,T0828
T0694,AI Ethics Framework,STAFF_07,4.95,37,3,1,0,2025-11-24,20.0,Completed,T0831
T0695,Annual Retreat Planning,STAFF_17,0.25,43,1,2,0,2025-10-06,29.0,In Progress,None
T0696,Annual Retreat Planning,STAFF_18,2.28,74,1,2,0,2026-01-03,34.0,Completed,T1224
T0697,AI Ethics Framework,STAFF_12,2.57,56,5,5,0,2026-02-10,71.0,Completed,None
T0698,Comms Strategy 2026,STAFF_09,0.67,62,1,3,1,2026-01-10,9.0,In Progress,None
T0699,AI Ethics Framework,STAFF_05,0.93,63,1,4,0,2025-10-03,33.0,In Progress,T0413
T0700,AI Ethics Framework,STAFF_10,1.82,75,1,5,0,2025-10-23,76.0,In Progress,T0539
T0701,Annual Retreat Planning,STAFF_04,3.83,51,3,1,0,2025-11-22,37.0,Blocked,T0814
T0702,New Hire Recruitment,STAFF_05,2.58,38,1,2,0,2026-03-14,15.0,Completed,T0024
T0703,Comms Strategy 2026,STAFF_10,3.23,65,1,3,0,2025-12-22,45.0,To Do,None
T0704,EU AI Act Compliance,STAFF_11,4.93,60,1,5,0,2026-02-22,68.0,Completed,T0073
T0705,AI Ethics Framework,STAFF_10,3.86,30,3,3,0,2025-12-24,72.0,In Progress,T0524
T0706,AI Ethics Framework,STAFF_08,2.23,35,1,2,0,2025-12-17,74.0,In Progress,T0925
T0707,AI Ethics Framework,STAFF_02,2.29,23,1,5,0,2026-01-18,53.0,Completed,T0842
T0708,AI Ethics Framework,STAFF_08,3.13,44,1,5,0,2025-10-01,79.0,Completed,T1064
T0709,EU AI Act Compliance,STAFF_16,3.36,28,3,3,0,2025-11-20,50.0,In Progress,T0858
T0710,EU AI Act Compliance,STAFF_05,2.55,24,1,2,0,2026-03-22,66.0,Completed,T0373
T0711,EU AI Act Compliance,STAFF_03,3.26,44,1,1,0,2025-10-04,53.0,Completed,T0327
T0712,AI Ethics Framework,STAFF_12,0.22,26,1,5,0,2026-01-21,79.0,Completed,None
T0713,EU AI Act Compliance,STAFF_13,2.21,37,5,1,0,2025-11-01,42.0,In Progress,T0429
T0714,New Hire Recruitment,STAFF_13,1.47,52,3,2,0,2025-11-03,46.0,Completed,T0457
T0715,AI Ethics Framework,STAFF_10,0.73,25,5,5,0,2025-12-31,58.0,Completed,T0672
T0716,New Hire Recruitment,STAFF_04,0.59,69,3,5,1,2026-01-03,11.0,Completed,T0227
T0717,New Hire Recruitment,STAFF_09,3.06,43,1,1,0,2025-12-11,58.0,Completed,T0825
T0718,AI Ethics Framework,STAFF_02,2.67,59,3,4,0,2025-11-08,12.0,Blocked,T1081
T0719,Annual Retreat Planning,STAFF_19,1.34,26,1,1,1,2026-03-03,62.0,To Do,T1278
T0720,Comms Strategy 2026,STAFF_01,2.41,51,1,1,0,2026-03-11,27.0,Completed,T1157
T0721,Comms Strategy 2026,STAFF_07,2.51,14,1,4,0,2026-01-26,31.0,In Progress,T0240
T0722,EU AI Act Compliance,STAFF_17,1.06,51,1,2,0,2025-10-03,43.0,In Progress,T0742
T0723,EU AI Act Compliance,STAFF_03,3.3,75,5,2,0,2026-01-31,41.0,In Progress,T0063
T0724,EU AI Act Compliance,STAFF_03,3.93,41,1,5,0,2025-11-19,61.0,In Progress,T0029
T0725,EU AI Act Compliance,STAFF_03,3.98,73,3,3,0,2025-10-12,41.0,Completed,T0716
T0726,Comms Strategy 2026,STAFF_17,3.05,76,1,3,0,2025-11-23,28.799999999999997,Completed,T0412
T0727,Comms Strategy 2026,STAFF_07,2.61,62,1,5,0,2026-02-10,12.0,Completed,T1111
T0728,EU AI Act Compliance,STAFF_14,0.4,17,3,3,0,2025-11-26,25.0,Completed,T1177
T0729,Annual Retreat Planning,STAFF_17,1.51,49,3,1,1,2026-02-22,62.0,In Progress,None
T0730,AI Ethics Framework,STAFF_18,0.56,48,3,1,0,2026-01-20,60.0,Completed,T1237
T0731,AI Ethics Framework,STAFF_13,4.82,76,1,4,0,2025-11-16,57.0,Completed,T0079
T0732,New Hire Recruitment,STAFF_18,0.76,17,1,4,0,2026-02-28,79.0,Completed,T0604
T0733,EU AI Act Compliance,STAFF_04,0.84,17,3,5,1,2025-12-24,52.0,In Progress,T0444
T0734,AI Ethics Framework,STAFF_01,4.46,67,3,5,0,2026-02-19,20.0,Blocked,T0628
T0735,AI Ethics Framework,STAFF_18,4.73,58,1,5,0,2025-12-05,23.0,In Progress,T0261
T0736,AI Ethics Framework,STAFF_01,3.85,28,5,1,1,2025-12-14,20.0,Completed,T0159
T0737,New Hire Recruitment,STAFF_13,0.13,15,3,3,0,2026-03-28,27.0,In Progress,T0847
T0738,Comms Strategy 2026,STAFF_10,0.11,72,5,5,1,2026-01-11,73.0,Completed,T1171
T0739,New Hire Recruitment,STAFF_11,1.95,37,3,5,0,2026-03-15,54.0,Completed,T1141
T0740,Comms Strategy 2026,STAFF_09,0.8,56,3,1,0,2025-11-07,26.0,Completed,T0733
T0741,EU AI Act Compliance,STAFF_09,0.19,16,1,1,1,2025-11-19,52.0,In Progress,T0849
T0742,EU AI Act Compliance,STAFF_05,2.37,24,1,1,0,2026-01-06,52.8,In Progress,T0840
T0743,Comms Strategy 2026,STAFF_01,4.72,76,3,3,0,2025-12-21,54.9,To Do,T1124
T0744,AI Ethics Framework,STAFF_17,1.69,65,1,5,0,2025-10-30,13.0,In Progress,T0078
T0745,New Hire Recruitment,STAFF_02,3.34,64,1,2,1,2025-12-18,21.0,Completed,T1154
T0746,New Hire Recruitment,STAFF_13,3.3,69,1,2,0,2025-12-30,11.0,Completed,T0947
T0747,EU AI Act Compliance,STAFF_09,1.33,59,1,5,0,2026-03-28,62.0,Completed,T0322
T0748,New Hire Recruitment,STAFF_04,3.29,68,5,5,0,2025-11-21,41.0,In Progress,T0080
T0749,New Hire Recruitment,STAFF_05,1.14,47,3,5,0,2026-03-15,34.0,In Progress,T0177
T0750,Comms Strategy 2026,STAFF_11,0.7,45,1,5,0,2025-12-18,14.0,To Do,T0853
T0751,AI Ethics Framework,STAFF_19,3.54,50,1,3,0,2025-10-30,10.0,In Progress,T1233
T0752,EU AI Act Compliance,STAFF_03,0.66,70,3,2,0,2026-01-14,54.0,Blocked,T0544
T0753,EU AI Act Compliance,STAFF_12,4.98,26,3,4,0,2025-11-20,9.0,In Progress,T0617
T0754,AI Ethics Framework,STAFF_19,1.0,57,5,2,0,2025-12-20,32.0,Blocked,None
T0755,AI Ethics Framework,STAFF_19,3.01,40,1,2,0,2026-02-10,67.0,In Progress,T0347
T0756,Annual Retreat Planning,STAFF_13,2.12,20,1,1,0,2025-10-29,31.0,In Progress,T0169
T0757,AI Ethics Framework,STAFF_07,0.72,69,1,5,1,2026-02-09,22.0,In Progress,T0559
T0758,Comms Strategy 2026,STAFF_15,0.24,50,5,5,0,2026-02-15,21.0,In Progress,T1213
T0759,New Hire Recruitment,STAFF_07,3.15,56,3,5,0,2026-02-22,61.0,Completed,T1018
T0760,New Hire Recruitment,STAFF_08,4.05,43,3,1,0,2025-12-13,13.0,Completed,T0676
T0761,AI Ethics Framework,STAFF_05,4.23,17,1,3,0,2025-10-17,25.0,Completed,None
T0762,New Hire Recruitment,STAFF_14,2.47,13,3,3,0,2025-12-23,27.0,Completed,T1195
T0763,AI Ethics Framework,STAFF_04,3.91,64,3,4,0,2025-12-08,69.0,In Progress,T0101
T0764,AI Ethics Framework,STAFF_10,3.4,8,1,3,0,2025-11-03,47.0,Completed,T1211
T0765,Comms Strategy 2026,STAFF_15,3.65,78,1,3,1,2025-10-06,46.0,Completed,T0040
T0766,EU AI Act Compliance,STAFF_18,2.51,65,1,5,0,2025-11-22,59.0,Completed,T1057
T0767,EU AI Act Compliance,STAFF_13,3.2,28,1,2,0,2026-02-03,39.0,In Progress,T0343
T0768,Comms Strategy 2026,STAFF_08,4.05,63,1,3,0,2025-11-12,40.8,Completed,T1132
T0769,AI Ethics Framework,STAFF_09,2.05,27,1,3,1,2026-01-23,59.0,Completed,T0504
T0770,AI Ethics Framework,STAFF_16,4.05,61,1,1,0,2026-01-19,70.0,Completed,None
T0771,EU AI Act Compliance,STAFF_19,3.0,32,1,4,0,2026-02-28,70.0,Completed,T0548
T0772,Annual Retreat Planning,STAFF_16,0.91,35,1,1,0,2025-12-19,24.0,Blocked,T1008
T0773,Comms Strategy 2026,STAFF_07,0.22,12,3,5,0,2026-01-03,56.0,Completed,T0465
T0774,AI Ethics Framework,STAFF_14,1.88,28,1,2,0,2026-01-26,30.0,In Progress,None
T0775,EU AI Act Compliance,STAFF_14,2.78,25,3,4,0,2026-02-21,94.8,In Progress,T1270
T0776,AI Ethics Framework,STAFF_04,4.22,54,1,1,0,2025-10-08,20.0,To Do,T0396
T0777,AI Ethics Framework,STAFF_15,0.72,77,3,3,0,2026-02-09,30.0,Completed,None
T0778,Annual Retreat Planning,STAFF_03,4.02,64,1,3,0,2026-01-12,64.0,Completed,T0581
T0779,AI Ethics Framework,STAFF_05,4.33,26,3,4,0,2026-02-09,69.0,Completed,T1060
T0780,AI Ethics Framework,STAFF_01,0.84,72,1,3,0,2025-10-25,61.0,Completed,T1208
T0781,Comms Strategy 2026,STAFF_03,4.27,10,3,1,0,2026-01-04,27.0,In Progress,T0038
T0782,Comms Strategy 2026,STAFF_15,4.96,49,1,1,0,2026-03-04,59.0,Completed,None
T0783,Comms Strategy 2026,STAFF_08,3.66,28,3,3,0,2026-01-01,30.0,Completed,T0560
T0784,AI Ethics Framework,STAFF_04,3.95,47,1,3,0,2026-03-09,42.0,Blocked,T0309
T0785,AI Ethics Framework,STAFF_02,4.97,74,1,5,0,2026-03-27,74.0,In Progress,None
T0786,AI Ethics Framework,STAFF_10,3.07,32,1,2,0,2025-11-30,41.0,Completed,T1143
T0787,AI Ethics Framework,STAFF_04,1.61,62,3,4,1,2026-01-30,36.0,Completed,T0141
